figure_id,file_index,relative_path,sha256,format,width,height,mode,frame_count,has_alpha,pixel_variance_mean,near_blank,extrema_json,visual_review_status,visual_review_notes
FIG-0051,872,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/04_FIGURAS/FIG_01_ACTIVIDAD_INTERNA.png,8c2d6ad981d74fa6532423edac7de645598a552695f70865249c32bd488d37e3,PNG,1260,900,RGBA,1,True,252.742101,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0052,873,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/04_FIGURAS/FIG_02_VIDA_IDENTIDAD.png,f1edd16585d5816a7e820a2abf9ebcb64e6ca76d1c53eb62ebb4133dee764ec3,PNG,1260,900,RGBA,1,True,265.18781,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0053,874,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/04_FIGURAS/FIG_03_RELOJ_OCULTO.png,02fa76945312ace77db6ff54faa99b1d9a42263eb358e6798d0c7355272d1d45,PNG,1260,900,RGBA,1,True,163.827688,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0054,875,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/OMEGA_THEORY_V1_1_ENTREGA_03_RELOJ_EMERGENTE/04_FIGURAS/FIG_04_SUPERVIVENCIA.png,c2223efdf481260c21aaecee575a96fee6e3f437653df95a45489e48c51a56b1,PNG,1260,900,RGBA,1,True,181.431828,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0055,894,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/04_FIGURAS/FIG_01_VISIBILIDAD_OBSERVADOR.png,e51724c420b283e0f9e91d0b9900069c50fd1de45d9704c6e40fd6ce9d043b52,PNG,1260,900,RGBA,1,True,384.974366,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0056,895,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/04_FIGURAS/FIG_02_MEMORIA_Y_BORRADO.png,06a9acdc5e0b2480268a2a005603af1ee1aa40e5504e7c64a77e166ac76d23c1,PNG,1260,900,RGBA,1,True,219.88466,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0057,896,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/04_FIGURAS/FIG_03_GRADIENTE_RELOJ.png,d47f0cb31690f5db3da25b68bd6148f7ebc747df4c80b4c585020b577b37b89a,PNG,1260,900,RGBA,1,True,142.898515,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0058,897,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/OMEGA_THEORY_V1_1_ENTREGA_04_RELOJES_OPERACIONALES/04_FIGURAS/FIG_04_FUNCIONALES_RELOJ.png,1f212874d85bad85d4830fbb7cdd8fbb2259d33608b46aa0687541dbc3af34fb,PNG,1260,900,RGBA,1,True,4188.658336,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0059,918,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/04_FIGURAS/FIG_01_ACELERACION_RADIAL.png,3b5213da44ae969ebe17bf5bdc196e2eaa947e35f8dd78bdf1962c0da5c36bb8,PNG,1260,900,RGBA,1,True,132.643975,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0060,919,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/04_FIGURAS/FIG_02_TRAYECTORIA_DESDE_REPOSO.png,c2e9e5f4e074a979db6fa9265a862413c8d56c47d84a3011bb00bb3ee5e6dd33,PNG,1260,900,RGBA,1,True,143.287565,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0061,920,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/04_FIGURAS/FIG_03_UNIVERSALIDAD_RELOJ.png,a335ab3cf2cdea987ba4f4e68608d28382bfadd2bad51883e863424ecbcf04bb,PNG,1260,900,RGBA,1,True,186.551725,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0062,921,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/OMEGA_THEORY_V1_1_ENTREGA_05_TRAYECTORIAS_GRADIENTES/04_FIGURAS/FIG_04_SUPRESION_VELOCIDAD.png,2e38427a08b8df01f217af488bd7b967d782e541d9b0eacf752f9b99ecd4ea13,PNG,1260,900,RGBA,1,True,134.046846,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0063,939,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ/04_FIGURAS/FIG_01_CAMPO_POR_DIMENSION.png,01df83ea1d091afd94879d72ef3b079a7cdfa1183135d64001348fc936d86561,PNG,1260,900,RGBA,1,True,145.268942,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0064,940,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ/04_FIGURAS/FIG_02_PERFILES_FUENTE.png,19cdf8e2d25faca1f05eacfedfe682b28052d4b85a1cde35074d5725965b5a6e,PNG,1260,900,RGBA,1,True,163.815451,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0065,941,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ/OMEGA_THEORY_V1_1_ENTREGA_06_ECUACION_FUENTE_RELOJ/04_FIGURAS/FIG_03_DOS_FUENTES.png,a76076d0be41910529b98be437f7cf8c36192cc8e2325c92cc0c8bef9db31558,PNG,1260,900,RGBA,1,True,6731.259479,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0066,964,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/04_FIGURAS/FIG_01_MONOTONICIDAD.png,28eafd88296036fe130b430097b09019cc758192e5432aea4b3eb04c3c644442,PNG,1260,900,RGBA,1,True,213.94993,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0067,965,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/04_FIGURAS/FIG_02_OBSTRUCCION_VS_ESCAPE.png,36c72120e25c8b0c42fdb19d6f6401cc4065cd5f6eb458d7775d040abc1ef23e,PNG,1260,900,RGBA,1,True,191.671575,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0068,966,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/04_FIGURAS/FIG_03_CORRELACIONES.png,0713ca8a70638522702f8703c97c3310b8ec6de39021803d01b0f30c96f0b050,PNG,1440,900,RGBA,1,True,5724.775232,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0069,967,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/OMEGA_THEORY_V1_1_ENTREGA_07_FUENTE_MICROSCOPICA/04_FIGURAS/FIG_04_VEREDICTO_CANDIDATOS.png,eca94a734005916297922ca20287aaef001c0d4e07bf5b7cd5018053a81c6e81,PNG,1440,900,RGBA,1,True,4991.311042,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0070,988,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/04_FIGURAS/FIG_01_Q_VS_INERCIA.png,a3b3bf4d6f689bdd375df3e6f3c2024f7fceaf58d0263c626c3af2471fdbcd1c,PNG,1260,900,RGBA,1,True,200.511549,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0071,989,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/04_FIGURAS/FIG_02_Q_VS_G.png,cafbb970602882de410ebf140341a39b0032a586c27d1e30e8bd9280a4456aa5,PNG,1260,900,RGBA,1,True,186.710956,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0072,990,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/04_FIGURAS/FIG_03_ANISOTROPIA.png,b5c1bc6e1c38dafd2797ecb78d019d39f2d872040b5398c68932c7f8ac842f2c,PNG,1080,1080,RGBA,1,True,158.57063,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0073,991,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/OMEGA_THEORY_V1_1_ENTREGA_08_MASA_INERCIAL/04_FIGURAS/FIG_04_COARSE_GRAINING.png,593c4e0d919d503bf1516200dedba21cc87db8993566d827e29266897a26e8f8,PNG,1440,900,RGBA,1,True,3573.495773,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0074,1012,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/04_FIGURAS/FIG_01_RESPUESTA_UNIVERSAL.png,1854363fb0ad59163fbe93a8af8e47e9225ef575038fcd12e7171224d3f000bb,PNG,1260,900,RGBA,1,True,160.620271,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0075,1013,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/04_FIGURAS/FIG_02_SUSCEPTIBILIDADES.png,bc0e8e3b35c250c9e7bdccc8e9568f2bae9ec3549ea3949997d3e8bf937214ca,PNG,1260,900,RGBA,1,True,256.068438,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0076,1014,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/04_FIGURAS/FIG_03_INVARIANTES_ALPHA.png,379369b64a3c1dc80e1efe5120f019b5e0728506e3a6221a703d819433dfbaa7,PNG,1260,900,RGBA,1,True,186.784336,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0077,1015,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_09_RESPUESTA_UNIVERSAL_Y_ALPHA/04_FIGURAS/FIG_04_ALPHA_CHI_K.png,332188a7a63b6e33aa121296bec82e62963006eb07f451a01f52b02e5a3621aa,PNG,1260,900,RGBA,1,True,259.259612,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0078,1037,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/04_FIGURAS/FIG_01_SUSCEPTIBILIDAD.png,3b43ac1bafdd131d7ca5cbe67b14bad5e25f149ea2eff900a9e8e35f5ab51e97,PNG,1260,900,RGBA,1,True,119.676857,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0079,1038,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/04_FIGURAS/FIG_02_ENERGIA_COMPACTA.png,26c193acee1b9b70b05c5c9da619bcae7979b488f50c7f6418ea9f3a35dd55bb,PNG,1260,900,RGBA,1,True,158.356622,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0080,1039,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/04_FIGURAS/FIG_03_SECTORES_TOPOLOGICOS.png,478011f712fb79a0c8f15a8ae7c4bc96f8614af733ffbc5682fe6c787822c021,PNG,1260,900,RGBA,1,True,241.560843,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0081,1040,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/OMEGA_THEORY_V1_1_ENTREGA_10_CONEXION_ABElIANA_Y_ACOPLAMIENTO/04_FIGURAS/FIG_04_TOPOLOGIA_ALPHA.png,4759e0c2e1860926d14d0c5ee620d6c381c8067f89a270aee687a1d7e7c7e0c1,PNG,1260,900,RGBA,1,True,204.188617,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0082,1060,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/04_FIGURAS/FIG_01_VARIACION_ALPHA.png,3b7e43923f53d1211ba5d7b907648460204e040122cf50e3589933d705db4da1,PNG,1260,900,RGBA,1,True,184.300253,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0083,1061,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/04_FIGURAS/FIG_02_LIMITE_OBSERVACIONAL.png,26fc90fa3f534c30a5ff496ddd1025a0d8735784dcfe43d9e89f7527a3c31e24,PNG,1260,900,RGBA,1,True,90.401841,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0084,1062,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/04_FIGURAS/FIG_03_SENSIBILIDAD_RELOJ.png,79503c5fd98ef14e606d86f27fce6542b6d941f1e42b96d3d485f75efeb9509a,PNG,1260,900,RGBA,1,True,190.161426,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0085,1063,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_11_CAMPO_UNIVERSAL_Y_VARIACION_ALPHA/04_FIGURAS/FIG_04_LINEA_INVARIANTE.png,9c5d0b0d35c7f33bf050a6409b5f2164a73d362788dc5e7909c5330991b44e6e,PNG,1080,900,RGBA,1,True,5765.7283,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0086,1086,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/04_FIGURAS/FIG_01_ANOMALIA_EXPOENTES.png,ed6225d8016a347464d19a8157cb1566ed18dc7a5895b2be101768a8932fff2f,PNG,1260,900,RGBA,1,True,155.948303,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0087,1087,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/04_FIGURAS/FIG_02_SOLAPAMIENTO_SOPORTE.png,bda540274d58cab60e01f2a3a1252a6c9a0f88244a1705c104ecc934b6845c78,PNG,1260,900,RGBA,1,True,174.651709,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0088,1088,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/04_FIGURAS/FIG_03_COARSE_GRAINING.png,0fa7aa72bc26f3db186a3500bf301bdba1f65984bf6a37db8676ae257c88cb60,PNG,1260,900,RGBA,1,True,1164.700994,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0089,1089,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/OMEGA_THEORY_V1_1_ENTREGA_12_MEDIDA_COMUN_Y_PROTECCION_ALPHA/04_FIGURAS/FIG_04_MINIMO_ACCION.png,558aedad2a84a157d24ce5887737e9d39e9c6de65a814b5c0a51627ff5ccbce0,PNG,1260,900,RGBA,1,True,204.16731,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0090,1110,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/04_FIGURAS/FIG_01_CANDIDATOS_RESPUESTA.png,39215d5d9a7f11887f3131a7dc50c1ef9f6b20cdf02d69931c2fabc876e05b27,PNG,1260,900,RGBA,1,True,227.974777,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0091,1111,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/04_FIGURAS/FIG_02_PARTICION.png,e563c5bbe1acb10d3aeaafcb74d27748f0397aefbc5c02091fb70aa01f96d5c7,PNG,1260,900,RGBA,1,True,295.991645,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0092,1112,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/04_FIGURAS/FIG_03_NO_RUPTURA_FINITA.png,cc082ae6a2f3a0a8a6be3a27389af280d2fe7af6b9f0f0fbcb67035b10372635,PNG,1260,900,RGBA,1,True,172.297724,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0093,1113,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/OMEGA_THEORY_V1_1_ENTREGA_13_CARACTER_UNIVERSAL_DESDE_CONTINUIDAD/04_FIGURAS/FIG_04_DERIVA_SECTORIAL.png,813fe331bd5e9bbaaa7e16bf09763b3572617481339c2f899495683ea95d7914,PNG,1260,900,RGBA,1,True,142.306205,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0094,1135,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/04_FIGURAS/FIG_01_DEFORMACION_RELATIVA.png,86319b97c300a3a62a5f1126a38b8a3e930d9d66c7c8b63feea29143259a6279,PNG,1260,900,RGBA,1,True,227.786055,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0095,1136,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/04_FIGURAS/FIG_02_PARES_RELATIVOS.png,6c125d1d7ee7b34779c3d16576eeb9e7e027167443b619eb92dfdf0c26035698,PNG,1260,900,RGBA,1,True,173.281084,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0096,1137,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/04_FIGURAS/FIG_03_SUPRESION_COARSE.png,f5d4834840cd07fea19f0661b91009ac4dc2b54e501f218571a281d4a244166c,PNG,1260,900,RGBA,1,True,241.790514,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
FIG-0097,1138,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/OMEGA_THEORY_V1_1_ENTREGA_14_MODO_UNIVERSAL_Y_DESVIACIONES/04_FIGURAS/FIG_04_CORRELACIONES.png,2c726cb8a219f7507765ecccbf72eae8b7d159b0916743b6bca7fc16985fe692,PNG,1260,900,RGBA,1,True,213.685944,False,"[[0, 255], [0, 255], [0, 255]]",reviewed_pass,"Inspeccionada en hoja de contacto; contenido visible, ejes/leyendas legibles y sin recorte aparente."
